ST_NUM,ST_NAME,CITY,ZIPCODE,GIS_ID,TOTAL_SCORE,latitude,longitude,grid_code
36,WILCOCK ST,DORCHESTER,2124,1404570000,96,42.2867930965415,-71.0925729700924,130
92,WAYLAND ST,DORCHESTER,2125,1300886000,94,42.313849230241104,-71.07601734223555,52
94,WAYLAND ST,DORCHESTER,2125,1300885000,94,42.31388489284625,-71.07612209144773,52
12 12A,RILL ST,DORCHESTER,2125,1502784000,91,42.3119405972007,-71.0645347057387,66
12,MONSON ST,MATTAPAN,2126,1703791020,91,42.2724352925627,-71.07307449704666,190
3,GLENMORE ST,MATTAPAN,2126,1800086000,88,42.2724785786599,-71.07773953279707,188
26,RIVERDALE RD,MATTAPAN,2126,1800029030,87,42.27093595987445,-71.07846545207505,206
20  22,CIRCUIT ST,ROXBURY,2119,1200628000,87,42.32330950988195,-71.0854676223453,26
28,WILCOCK ST,DORCHESTER,2124,1404572000,86,42.2867263143405,-71.09220883629547,130
73,WENSLEY ST,ROXBURY CROSSIN,2120,1001304020,86,42.3274967418474,-71.10315332478032,14
58,HARWOOD ST,DORCHESTER,2124,1403513000,86,42.2853277526933,-71.08869822955404,148
56,QUINCY ST,DORCHESTER,2121,1202950000,86,42.31525769607475,-71.07964315797595,51
116,SELDEN ST,DORCHESTER,2124,1702533000,86,42.28045175608635,-71.08135623994963,168
51,RICHFIELD ST,DORCHESTER,2125,1502325000,86,42.30677370674635,-71.07076320783301,78
71,WENSLEY ST,ROXBURY CROSSIN,2120,1001304010,86,42.32748691122595,-71.10302298975782,14
16,KENNEBEC ST,MATTAPAN,2126,1802320000,86,42.27710296264645,-71.10167315529934,162
584,HARVARD ST,MATTAPAN,2126,1404743000,86,42.2849737891596,-71.0967505193226,147
28,TOWNSEND ST,ROXBURY,2119,1101921000,86,42.3197418455282,-71.09228080069346,36
114,CEDAR ST,ROXBURY,2119,1100695000,86,42.32686903874635,-71.09364727518316,25
61,REGIS RD,MATTAPAN,2126,1801073020,86,42.2712548951964,-71.09499477224647,202
15,ROCKWAY ST,MATTAPAN,2126,1801073010,86,42.2711464516671,-71.09511916712735,202
32,DACIA ST,DORCHESTER,2125,1300707010,86,42.3151576277343,-71.0774915802752,52
9,DOVE ST,DORCHESTER,2125,1300705010,86,42.3151576277343,-71.07773929346436,52
29,ELMONT ST,DORCHESTER,2121,1402415000,86,42.29890731714235,-71.07735241860175,105
40,RAND ST,DORCHESTER,2125,1300297010,86,42.318757417333245,-71.07616665641609,38
19,DALE ST,ROXBURY,2119,1200755000,86,42.32077941708065,-71.08308526367394,37
166,MAGNOLIA ST,DORCHESTER,2125,1301198000,86,42.31312952434105,-71.07224084746122,64
73,SAVIN HILL AV,DORCHESTER,2125,1503186000,86,42.3124149761108,-71.05562134653002,68
166,W SELDEN ST,MATTAPAN,2126,1800160000,86,42.2753458165773,-71.08740924682493,185
38,RAND ST,DORCHESTER,2125,1300299010,86,42.318980036386705,-71.07605111541733,38
76,MUNROE ST,ROXBURY,2119,1203466000,86,42.3183359312832,-71.08755331614014,36
40,MAYWOOD ST,ROXBURY,2119,1200944000,86,42.3175881209453,-71.08031743235746,51
17,DALE ST,ROXBURY,2119,1200754000,86,42.3208291002415,-71.08296519903463,37
168,MAGNOLIA ST,DORCHESTER,2125,1301197000,86,42.3130045543416,-71.07228066502688,64
50,GREENDALE RD,MATTAPAN,2126,1404690000,85,42.28579343821695,-71.0951906042726,147
22  24,GREENDALE RD,MATTAPAN,2126,1404693000,85,42.285526326242504,-71.09466046946126,148
869,CUMMINS HW,MATTAPAN,2126,1801681000,85,42.2685662850439,-71.09601184225556,202
20,GREENDALE RD,MATTAPAN,2126,1404694000,85,42.2854343210461,-71.09448035568732,148
49,PORT NORFOLK ST,DORCHESTER,2122,1602665000,85,42.2907570457619,-71.04035576424235,126
64,GOODALE RD,MATTAPAN,2126,1404955000,85,42.28384988149615,-71.09432931085107,148
52,GOODALE RD,MATTAPAN,2126,1404958000,85,42.283596962689145,-71.09384383257843,148
605  607,PARK ST,DORCHESTER,2124,1700208030,85,42.29465902498265,-71.07767293975682,117
102  104,SELDEN ST,DORCHESTER,2124,1702536000,85,42.280598483582054,-71.08070180615564,168
17  19,MORSE ST,DORCHESTER,2121,1401100000,85,42.30417468984475,-71.07802798572911,90
601  603,PARK ST,DORCHESTER,2124,1700206030,85,42.29469743105385,-71.0774725539886,117
6,REV R M COSTELLO PL,DORCHESTER,2122,1604220090,85,42.28538285564996,-71.04583511540912,161
10,DOWNER CT,DORCHESTER,2122,1502852000,85,42.3097899470525,-71.06456741975902,66
35,SARGENT ST,DORCHESTER,2125,1300627010,85,42.315351328315,-71.07412892166923,53
66,ALEXANDER ST,DORCHESTER,2125,1301130000,85,42.316433628539,-71.069673362994,54
9,SCHUYLER ST,DORCHESTER,2121,1202444000,85,42.3081335844558,-71.08471155859276,77
143  145,FISHER AV,ROXBURY CROSSIN,2120,1001232000,84,42.3283564181186,-71.10627652933977,14
14,CHAMPLAIN CI,DORCHESTER,2124,1700277014,84,42.296160356938756,-71.07457928051741,106
48,ROCKINGHAM RD,MATTAPAN,2126,1802049000,84,42.2693219191444,-71.103192123841,198
13,CHAMPLAIN CI,DORCHESTER,2124,1700277016,84,42.2960865006126,-71.07462706007908,106
10,CHAMPLAIN CI,DORCHESTER,2124,1700277022,84,42.2959915117734,-71.0743315302442,106
37,DENNIS ST,ROXBURY,2119,0802954050,84,42.32227056166715,-71.0758163938117,38
50,ROCKINGHAM RD,MATTAPAN,2126,1802048000,84,42.26922766080865,-71.1032693990353,198
153,WINTHROP ST,ROXBURY,2119,0802898050,84,42.322886487984846,-71.07542614187875,27
9,CHAMPLAIN CI,DORCHESTER,2124,1700277024,84,42.296021660801244,-71.07420044099442,106
181,DELHI ST,MATTAPAN,2126,1800721000,84,42.2757478267989,-71.09029934991068,184
19,DENNIS ST,ROXBURY,2119,0802875050,84,42.32305691297325,-71.07505089590468,28
27,DENNIS ST,ROXBURY,2119,0802901050,84,42.322669403079,-71.07539365838394,38
455,DUDLEY ST,ROXBURY,2119,0802869010,84,42.3237521366932,-71.07434140978913,28
15  17,TOVAR ST,DORCHESTER,2125,1502904000,84,42.31048508699895,-71.06350896464275,67
160,GRAMPIAN WY,DORCHESTER,2125,1302455001,84,42.30943212627755,-71.04903058275995,69
453,DUDLEY ST,ROXBURY,2119,0802868010,84,42.3239014945711,-71.07430297113315,28
29,DENNIS ST,ROXBURY,2119,0802902050,84,42.32262319133335,-71.07550239763813,38
8,CHAMPLAIN CI,DORCHESTER,2124,1700277026,84,42.2960301154674,-71.07408230255629,106
149,WINTHROP ST,ROXBURY,2119,0802920050,84,42.32301969045869,-71.07543767798397,27
459,DUDLEY ST,ROXBURY,2119,0803115010,84,42.3235644132996,-71.0740253262907,28
33,DENNIS ST,ROXBURY,2119,0802950050,84,42.322394766826,-71.07565120188993,38
51,PORT NORFOLK ST,DORCHESTER,2122,1602665020,84,42.290906252668904,-71.04034059495443,126
19,HUCKINS ST,ROXBURY,2119,0802891050,84,42.32356583867585,-71.07519393750692,27
457,DUDLEY ST,ROXBURY,2119,0802828010,84,42.323685232463305,-71.07422184458753,28
15,CHAMPLAIN CI,DORCHESTER,2124,1700277012,84,42.2962056047542,-71.07462266864432,106
159,SYDNEY ST,DORCHESTER,2125,1303204010,84,42.31689900746145,-71.05240398330075,57
12,SARGENT ST,DORCHESTER,2125,1300528000,84,42.3167094577226,-71.07351015711846,53
11,REV R M COSTELLO PL,DORCHESTER,2122,1604220140,84,42.28527144837845,-71.04555976855076,161
34,MINOT ST,DORCHESTER,2122,1604220000,84,42.2858089253286,-71.0460870644257,161
31,BALSAM ST,DORCHESTER,2124,1403282060,84,42.28663101870865,-71.08807728876239,132
3,LONGMEADOW ST,ROXBURY,2119,0800345000,84,42.32192620798955,-71.06969454299832,40
20,WILLOWWOOD ST,DORCHESTER,2124,1403572000,84,42.2859566947373,-71.08606021444004,149
1,REV R M COSTELLO PL,DORCHESTER,2122,1604220030,84,42.2856497010575,-71.0459241655654,161
7,REV R M COSTELLO PL,DORCHESTER,2122,1604220100,84,42.285315059764145,-71.04582631260186,161
28,ATHELWOLD ST,DORCHESTER,2124,1700220000,84,42.29588674695145,-71.0771389470616,105
13,REV R M COSTELLO PL,DORCHESTER,2122,1604220120,84,42.28517968325785,-71.04547167381237,161
12,REV R M COSTELLO PL,DORCHESTER,2122,1604220130,84,42.28525101884535,-71.04550777045637,161
34,ST JAMES ST,ROXBURY,2119,1201351020,84,42.3264349098302,-71.08561375683308,26
25,ARBUTUS ST,DORCHESTER,2124,1403236080,84,42.287475727864,-71.08879874472697,131
148,WHITFIELD ST,DORCHESTER,2124,1700398010,84,42.2942639841685,-71.07565783390658,118
27,ALABAMA ST,MATTAPAN,2126,1803337000,84,42.27865211098725,-71.0997021995812,162
24,HARMON ST,MATTAPAN,2126,1802019000,84,42.2695288464574,-71.10195768058892,199
18,EDSON ST,DORCHESTER,2124,1701807000,84,42.2870796802065,-71.07769865842405,134
42,HARLOW ST,DORCHESTER,2125,1300083000,84,42.31962246898675,-71.07311760817305,39
6,ATHELWOLD ST,DORCHESTER,2124,1700277000,84,42.2963057078473,-71.07488906744342,106
4,ATHELWOLD ST,DORCHESTER,2124,1700277002,84,42.2963200582041,-71.07480650799754,106
2,ATHELWOLD ST,DORCHESTER,2124,1700277004,84,42.29634075300995,-71.07473123536487,106
77,WAYLAND ST,DORCHESTER,2125,1300896005,84,42.31389832975845,-71.07502384009047,53
32,MINOT ST,DORCHESTER,2122,1604220010,84,42.28582918785885,-71.04601208826811,161
8,REV R M COSTELLO PL,DORCHESTER,2122,1604220170,83,42.28546856093355,-71.04561978823145,161
12,WINSTON RD,DORCHESTER,2124,1403365000,83,42.28523704309385,-71.08671463123764,149
3,REV R M COSTELLO PL,DORCHESTER,2122,1604220060,83,42.28552211367775,-71.04590508883767,161
2,REV R M COSTELLO PL,DORCHESTER,2122,1604220040,83,42.28564030570515,-71.04600227716158,161
17,CHAMPLAIN CI,DORCHESTER,2124,1700277008,83,42.296369187020304,-71.07454220804608,106
13,MARDEN AV,DORCHESTER,2124,1403369000,83,42.28495035155605,-71.08695705866478,149
15,MARDEN AV,DORCHESTER,2124,1403370000,83,42.2849116415906,-71.08713078626525,149
16,STONECREST RD,MATTAPAN,2126,1803370640,83,42.277347658831346,-71.10602666753232,162
23,WESTMINSTER AV,ROXBURY,2119,1101644020,83,42.315878086305446,-71.09554150337155,50
14,STONECREST RD,MATTAPAN,2126,1803370635,83,42.27744123433895,-71.10620978343584,162
6  8,INGLESIDE ST,DORCHESTER,2125,1300445005,83,42.3175818691129,-71.07735658688475,52
1,CHAMPLAIN CI,DORCHESTER,2124,1700277040,83,42.2964611354716,-71.07413234912482,106
2,CHAMPLAIN CI,DORCHESTER,2124,1700277038,83,42.2963990080572,-71.07411622310403,106
6,PAISLEY PK,DORCHESTER,2124,1600842000,83,42.29717250327085,-71.06424194682795,109
5,CHAMPLAIN CI,DORCHESTER,2124,1700277032,83,42.296231022065,-71.07407341378868,106
,WESTMORE RD,MATTAPAN,2126,1404858000,83,42.285014780900255,-71.09527673313372,147
26,DEERING RD,MATTAPAN,2126,1404872000,83,42.2839151656948,-71.0930156244743,148
27,ALLSTON ST,DORCHESTER,2124,1700805005,83,42.29339948973515,-71.06702515145248,120
18,STONECREST RD,MATTAPAN,2126,1803370645,83,42.277253054079154,-71.10584527554187,162
27,WESTMINSTER AV,ROXBURY,2119,1101644040,83,42.31579157158435,-71.09539669118521,50
19,SPEEDWELL ST,DORCHESTER,2122,1501257000,82,42.3039311639427,-71.06748446861614,93
105,WAUMBECK ST,DORCHESTER,2121,1203288010,82,42.31569234514695,-71.09126369740397,50
47,WILDWOOD ST,DORCHESTER,2124,1403466010,82,42.2834816876346,-71.08834573140003,149
27,LOGAN ST,ROXBURY,2119,0903683020,82,42.3257290335172,-71.09025041263706,26
25,LOGAN ST,ROXBURY,2119,0903683010,82,42.325785306834845,-71.09045617574772,26
101,WAUMBECK ST,DORCHESTER,2121,1203287010,82,42.315680721092804,-71.09108743117315,50
12,LANDOR RD,MATTAPAN,2126,1403952000,82,42.28335235015855,-71.09076440018194,148
10,MASCOT ST,DORCHESTER,2124,1403680000,82,42.28650740754565,-71.08487503149183,132
11,GREENDALE RD,MATTAPAN,2126,1404680000,82,42.28566348086435,-71.09395555030993,148
79,NORWELL ST,DORCHESTER,2121,1401633040,82,42.29963609119585,-71.07902607991038,105
32,FLOYD ST,DORCHESTER,2124,1403121000,82,42.28970927655395,-71.08836337984476,132
163,HAROLD ST,DORCHESTER,2121,1203286010,82,42.31562879527305,-71.09083900900899,50
165,HAROLD ST,DORCHESTER,2121,1203286020,82,42.3155056714004,-71.09090036829204,50
141,FISHER AV,ROXBURY CROSSIN,2120,1001231000,82,42.32829965413085,-71.10605847074481,14
21,MASCOMA ST,DORCHESTER,2121,1400220010,81,42.3118068970927,-71.07570328685728,63
20  22,JULIAN ST,DORCHESTER,2125,1300357010,81,42.319466367752895,-71.07679074884997,38
23,KINEO ST,DORCHESTER,2121,1400165000,81,42.3117006233629,-71.07412448760726,64
143  145,BOWDOIN ST,DORCHESTER,2122,1500948010,81,42.303593369867954,-71.07067505471095,91
25,DORR ST,ROXBURY,2119,1100155010,81,42.3270302806348,-71.0916293311526,26
7,TEBROC ST,DORCHESTER,2124,1500952020,81,42.30352780132345,-71.07021927215116,92
77,CEDAR ST,ROXBURY,2119,1100141010,81,42.32640336649245,-71.09181288883882,26
131,HOMES AV,DORCHESTER,2122,1501221010,81,42.30363583837995,-71.06538372178491,94
14,DALIN PL,DORCHESTER,2125,1300361010,81,42.319881871764096,-71.0771318166332,38
42,ROCKINGHAM RD,MATTAPAN,2126,1802052000,81,42.269596419015855,-71.10296001506823,198
6,VICTOR ST,DORCHESTER,2125,1300045010,81,42.319819951342794,-71.07378726806014,39
18,DORR ST,ROXBURY,2119,0903657010,81,42.32753416674935,-71.09171104600195,15
36,DUDLEY ST,ROXBURY,2119,0903256010,81,42.329540707242245,-71.08837627380315,15
34,DUDLEY ST,ROXBURY,2119,0903256020,81,42.32956156171025,-71.08852304665893,15
11,DEAN ST,DORCHESTER,2125,1300042010,81,42.3195320607509,-71.07365816024185,39
23,PUTNAM ST,ROXBURY,2119,0903259010,81,42.3300878329834,-71.08872107284424,15
25,PUTNAM ST,ROXBURY,2119,0903259020,81,42.330214783953195,-71.0887266536015,15
30,RICHFIELD ST,DORCHESTER,2125,1502047010,81,42.307962344198,-71.07095668911758,78
4,PUTNAM PL,ROXBURY,2119,0903262020,81,42.32985833502385,-71.08832037473363,15
9,DALIN PL,DORCHESTER,2125,1300359010,81,42.319767034430654,-71.07675673401852,38
37,RICHFIELD ST,DORCHESTER,2125,1502314010,81,42.307433690950845,-71.07112677683898,78
10  12,MATTAPAN ST,MATTAPAN,2126,1803154010,81,42.27679781116245,-71.09438312578533,183
98,BELLEVUE ST,DORCHESTER,2125,1502077000,81,42.30794216868,-71.07011150131083,79
28,RICHFIELD ST,DORCHESTER,2125,1502048010,81,42.308057328070305,-71.07109240089702,78
10,LEVANT ST,DORCHESTER,2122,1500955000,80,42.3034179564129,-71.07036365909272,92
79  81,CEDAR ST,ROXBURY,2119,1100143010,80,42.32661771851175,-71.09185627558156,26
15,DEAN ST,DORCHESTER,2125,1300044010,80,42.319575193521246,-71.07392699260208,39
5,PUTNAM PL,ROXBURY,2119,0903262010,80,42.329888211223846,-71.08853263509172,15
8,LEVANT ST,DORCHESTER,2124,1500956010,80,42.3033872717186,-71.07048958275399,92
13,DEAN ST,DORCHESTER,2125,1300043010,80,42.31957611755681,-71.07379797102799,39
26 A,ARBUTUS ST,DORCHESTER,2124,1403210020,80,42.287769200620204,-71.08881827782895,131
26 B,ARBUTUS ST,DORCHESTER,2124,1403210010,80,42.28780395756425,-71.08870521862737,131
184,WESTVILLE ST,DORCHESTER,2122,1501071010,80,42.30168377254295,-71.06548754992367,94
118  120,HAMILTON ST,DORCHESTER,2122,1501795010,80,42.30717540633345,-71.06788696618725,80
20,DORR ST,ROXBURY,2119,0903656010,80,42.3275035514679,-71.09157918563807,15
14,INGLESIDE ST,DORCHESTER,2125,1300444010,80,42.3174978575326,-71.07715692285387,52
122,DACIA ST,DORCHESTER,2125,1300415010,80,42.31813926874755,-71.07648649053522,38
120,DACIA ST,DORCHESTER,2125,1300435020,80,42.31805883025955,-71.07650559648779,52
126,DACIA ST,DORCHESTER,2125,1300415030,80,42.31825900817625,-71.07636097915841,38
16,INGLESIDE ST,DORCHESTER,2125,1300442010,80,42.3176240215952,-71.07697960998914,52
124,DACIA ST,DORCHESTER,2125,1300415020,80,42.3182204236529,-71.07646877051002,38
33,THEODORE ST,DORCHESTER,2124,1403410000,79,42.28424246646525,-71.08837072019244,149
43,OLDFIELDS RD,DORCHESTER,2121,1400681050,79,42.307844960896404,-71.07903623440855,77
45,OLDFIELDS RD,DORCHESTER,2121,1400681060,79,42.3079249071129,-71.07915807817832,77
35,THEODORE ST,DORCHESTER,2124,1403411000,79,42.28419175111275,-71.08850363949225,148
32,LEROY ST,DORCHESTER,2122,1500657010,78,42.30131144781525,-71.06461575090495,94
15,BROOKFORD ST,DORCHESTER,2125,1300435010,78,42.3182204236529,-71.07662481575473,38
93,BELLEVUE ST,DORCHESTER,2125,1502039010,78,42.30826369690285,-71.07050525966642,79
95,BELLEVUE ST,DORCHESTER,2125,1502040010,78,42.30817571242055,-71.07054494543931,79
99,BELLEVUE ST,DORCHESTER,2125,1502040020,78,42.3081183560433,-71.0706223112148,78
101,BELLEVUE ST,DORCHESTER,2125,1502040030,78,42.3080796282822,-71.07071449839606,78
107,ALEXANDER ST,DORCHESTER,2125,1301174010,78,42.314866007598596,-71.07088711577703,53
6,LAMBERT ST,ROXBURY,2119,0903615030,78,42.3287374070183,-71.09156297897155,15
28,LEROY ST,DORCHESTER,2122,1500658010,78,42.30127755122145,-71.0647772375763,94
8,LAMBERT ST,ROXBURY,2119,0903615020,78,42.328686966383,-71.09148556729562,15
95,HOMES AV,DORCHESTER,2122,1501203010,78,42.30307579491265,-71.06708535839732,93
10,LAMBERT ST,ROXBURY,2119,0903615010,78,42.32865478428645,-71.09139560097543,15
12,LAMBERT ST,ROXBURY,2119,0903614010,78,42.3286065167733,-71.09129952411368,15
11,BROOKFORD ST,DORCHESTER,2125,1300434010,78,42.31820341607815,-71.0767529801559,38
8,DALIN PL,DORCHESTER,2125,1300363010,78,42.31968012745165,-71.07711663679405,38
10,DALIN PL,DORCHESTER,2125,1300362010,78,42.31975339126315,-71.07712535910107,38
101,HOMES AV,DORCHESTER,2122,1501204020,78,42.30322382155185,-71.06677933009543,93
5,STONECREST RD,MATTAPAN,2126,1803370750,77,42.277309699174594,-71.10754760475203,162
43,ALGONQUIN ST,DORCHESTER,2124,1700006000,77,42.29769650397665,-71.07569210910493,105
22,WOODDALE AV,MATTAPAN,2126,1800650000,77,42.27629503228055,-71.08839993045709,185
17,STONECREST RD,MATTAPAN,2126,1803370705,77,42.277042798569,-71.10633904732524,162
285,WM T MORRISSEY BL,DORCHESTER,2125,1302363002,77,42.3120683974317,-71.0464824302812,70
26,STONECREST RD,MATTAPAN,2126,1803370665,77,42.276871516845304,-71.1051032541468,180
7,STONECREST RD,MATTAPAN,2126,1803370725,77,42.277402210101855,-71.10706454978461,162
60,WESTMORE RD,MATTAPAN,2126,1404838000,77,42.283191551096905,-71.0973630019671,147
124,RIVER ST,MATTAPAN,2126,1800047001,77,42.2714249266342,-71.07628818792149,206
47,WINSTON RD,DORCHESTER,2124,1403539000,77,42.2850975578954,-71.08843006881578,148
6,STONECREST RD,MATTAPAN,2126,1803370615,77,42.2778238882656,-71.1069300561276,162
28,STONECREST RD,MATTAPAN,2126,1803370670,77,42.276777409600854,-71.10492015546167,180
146,ALABAMA ST,MATTAPAN,2126,1802652000,77,42.275101226893455,-71.10274890887666,180
11,SAVIN HILL CT,DORCHESTER,2125,1302411010,77,42.31305313082725,-71.05108704111586,69
24,STONECREST RD,MATTAPAN,2126,1803370660,77,42.27696576086605,-71.10528877272122,162
101,GREENFIELD RD,MATTAPAN,2126,1802008000,77,42.26832047529216,-71.10260040518682,199
28,ROSSETER ST,DORCHESTER,2121,1401131000,77,42.3044013890269,-71.07581738624337,77
10,STONECREST RD,MATTAPAN,2126,1803370625,77,42.277630406521595,-71.10656991533695,162
25,STONECREST RD,MATTAPAN,2126,1803370685,77,42.276663930981854,-71.1056131615581,180
120,CENTRE ST,DORCHESTER,2124,1700750000,77,42.29177059493925,-71.06696101074397,120
29,SARGENT ST,DORCHESTER,2125,1300623010,76,42.3156410778853,-71.07416596011292,53
33,SARGENT ST,DORCHESTER,2125,1300626010,76,42.31544517853625,-71.07415351738165,53
8,LONGFELLOW ST,DORCHESTER,2122,1501191000,76,42.30257585217895,-71.06732445526129,93
485,QUINCY ST,DORCHESTER,2125,1501757000,76,42.30836047043625,-71.06581425379052,81
149 A,MAGNOLIA ST,DORCHESTER,2125,1301013010,76,42.314032511817004,-71.0722931623082,53
6,FISHER AV,ROXBURY CROSSIN,2120,1001292010,76,42.326991959559194,-71.1000650738716,25
39,STANLEY ST,DORCHESTER,2125,1501950000,76,42.31038922197695,-71.06932933792203,65
31,SARGENT ST,DORCHESTER,2125,1300624010,76,42.31555641677805,-71.07416666183744,53
67,WENSLEY ST,ROXBURY CROSSIN,2120,1001303010,76,42.3274771211932,-71.10289373063878,14
65,WENSLEY ST,ROXBURY CROSSIN,2120,1001302010,76,42.3274673007262,-71.10276531065935,14
4,FISHER AV,ROXBURY CROSSIN,2120,1001292020,76,42.32693620295035,-71.09989932814148,25
78,CLARKSON ST,DORCHESTER,2125,1501802000,76,42.307659320284046,-71.06791994789059,80
2,BARRY PK,DORCHESTER,2125,1501861010,76,42.309417084528704,-71.06721890039182,65
84,CLARKSON ST,DORCHESTER,2125,1501801010,76,42.307577049791604,-71.0680796701404,80
16,BRADLEE ST,DORCHESTER,2124,1700123000,76,42.2971934327731,-71.07331382211271,106
10,WOODDALE AV,MATTAPAN,2126,1800653000,76,42.2760893765249,-71.08798757359997,185
23  25,MT EVERETT ST,DORCHESTER,2125,1501973010,76,42.310478768977205,-71.07040046231808,65
44,WOODVILLE ST,ROXBURY,2119,0803005000,76,42.3211060145986,-71.07694394135214,38
34,WOODVILLE ST,ROXBURY,2119,0803008000,76,42.321178454179446,-71.07651685982884,38
32,WOODVILLE ST,ROXBURY,2119,0803009000,76,42.32117183260375,-71.0763822540529,38
155,HAROLD ST,DORCHESTER,2121,1203295040,76,42.3157640879363,-71.09074948693001,50
151,HAROLD ST,DORCHESTER,2121,1203295030,76,42.3158862425427,-71.09069261070643,50
21,STONECREST RD,MATTAPAN,2126,1803370695,76,42.27685726236575,-71.10598254399977,180
11  13,RILL ST,DORCHESTER,2125,1502745000,76,42.31219280128135,-71.06496502671979,66
61,HANCOCK ST,DORCHESTER,2125,1502679000,76,42.313551811081,-71.06550214108461,55
41,WHEATLAND AV,DORCHESTER,2124,1700468010,76,42.2935882241265,-71.07402533888788,119
43,WHEATLAND AV,DORCHESTER,2124,1700468020,76,42.293546193109904,-71.07416383672845,119
44,BIRD ST,DORCHESTER,2125,1502482020,76,42.3144698044525,-71.0684972026805,54
46,BIRD ST,DORCHESTER,2125,1502482010,76,42.31445678039575,-71.06860681839426,54
38,QUINCY ST,DORCHESTER,2121,1202959000,76,42.3158015328205,-71.08060904670018,51
16,BLANCHARD ST,ROXBURY,2119,0903585010,76,42.328513462154646,-71.09019093188803,15
14,BLANCHARD ST,ROXBURY,2119,0903587010,76,42.32862910101795,-71.09001236874315,15
9,STONECREST RD,MATTAPAN,2126,1803370720,76,42.277323380251104,-71.10688190618296,162
39,EVERTON ST,DORCHESTER,2121,1502273000,76,42.304364526688545,-71.07195455944296,91
34,HOMES AV,DORCHESTER,2122,1500987000,76,42.302952229723545,-71.06976300299827,92
18,EVERTON ST,DORCHESTER,2121,1502259020,76,42.305112150096704,-71.07220391219562,78
176,SAVIN HILL AV,DORCHESTER,2125,1302527000,76,42.309844006424356,-71.05069756045404,69
39,SAVIN ST,ROXBURY,2119,1202916000,76,42.3164803703079,-71.08102315783104,51
31,SAVIN ST,ROXBURY,2119,1202915000,76,42.316640479194646,-71.08115310687162,51
20,QUINCY ST,ROXBURY,2119,1202910010,76,42.316145657818254,-71.08157296320104,51
16,LEVANT ST,DORCHESTER,2122,1500989010,76,42.30352958883595,-71.06976521820063,92
17  19,BEECH GLEN ST,ROXBURY,2119,1100501010,76,42.325687311212604,-71.09593314445334,25
149,MAGNOLIA ST,DORCHESTER,2125,1301012020,76,42.31412442269245,-71.07226618579767,53
4,WAYLAND ST,DORCHESTER,2125,1300926020,76,42.3133767170948,-71.07246908635696,64
9,THEODORE ST,DORCHESTER,2124,1403372010,76,42.2846703258768,-71.08752224281801,149
90,WAYLAND ST,DORCHESTER,2125,1300887000,76,42.3138287689883,-71.07585402399596,52
59,STANWOOD ST,DORCHESTER,2121,1400673010,76,42.30869677288045,-71.07972266417428,77
53,ASHTON ST,DORCHESTER,2124,1403258060,76,42.2867978709635,-71.08958780532399,131
51,ASHTON ST,DORCHESTER,2124,1403258050,76,42.2869324414622,-71.08954384994884,131
9,FENELON ST,DORCHESTER,2121,1401040000,76,42.303672155542245,-71.07944392179961,90
202,MILTON ST,DORCHESTER,2124,1604257000,76,42.28202299101155,-71.04862332267136,161
38,ASHTON ST,DORCHESTER,2124,1403236020,76,42.2871920226947,-71.08912266687932,131
56,BOWDOIN ST,DORCHESTER,2121,1401409000,76,42.30108742043225,-71.07232069051065,91
66,BLOOMFIELD ST,DORCHESTER,2124,1702285000,76,42.29879037002325,-71.06866887982456,107
95,BLUE HILL AV,ROXBURY,2119,1200390030,76,42.3219085467184,-71.0774446583408,37
97,BLUE HILL AV,ROXBURY,2119,1200397020,76,42.321784313955746,-71.07760277812862,37
22,SAVIN ST,ROXBURY,2119,1201014010,76,42.31689079587425,-71.08080214640876,51
220,CALLENDER ST,DORCHESTER,2124,1403202010,76,42.2885319024755,-71.08871769941649,131
147,BLUE HILL AV,ROXBURY,2119,1200465000,76,42.319810443891896,-71.07803733140618,37
147,MAGNOLIA ST,DORCHESTER,2125,1301012010,76,42.3142246839525,-71.07223730593537,53
16,CUNNINGHAM ST,DORCHESTER,2125,1300907010,76,42.31415651889735,-71.0739214436596,53
166,CALLENDER ST,DORCHESTER,2124,1403051010,76,42.28755002685595,-71.0859057938217,132
14,CUNNINGHAM ST,DORCHESTER,2125,1300908010,76,42.31411661563985,-71.07377662932711,53
19,EDGEWOOD ST,ROXBURY,2119,1200913000,76,42.318186445588495,-71.08019445109329,37
58,EDGEWOOD ST,ROXBURY,2119,1200904010,76,42.3181146259099,-71.07928330060736,52
129 R,WOODROW AV,DORCHESTER,2124,1403021100,76,42.287404226045055,-71.08417777988487,132
60,EDGEWOOD ST,ROXBURY,2119,1200903010,76,42.3180272039599,-71.0791530391694,52
129,WOODROW AV,DORCHESTER,2124,1403021010,76,42.2872892956452,-71.08412907275368,132
127,WOODROW AV,DORCHESTER,2124,1403020100,76,42.28744653052836,-71.08406931550459,132
13,SOUTHWOOD ST,ROXBURY,2119,1200867000,76,42.31826052038205,-71.07880742626696,37
105  103,GLENWAY ST,DORCHESTER,2121,1402575000,76,42.299788525911,-71.08215625055834,104
63,GLENWAY ST,DORCHESTER,2121,1402530001,76,42.3004587911065,-71.0833365772121,89
28,GLENWAY ST,DORCHESTER,2121,1402490000,76,42.3014259653137,-71.08408257158405,89
28,ELLINGTON ST,DORCHESTER,2121,1402459000,76,42.3022579575658,-71.08385199637931,89
30,MEDWAY ST,DORCHESTER,2124,1703701000,76,42.27067244829995,-71.06352735918907,206
