order,ST_NUM,ST_NAME,CITY,ZIPCODE,GIS_ID,TOTAL_SCORE,latitude,longitude,cluster,WKT,x,y
20,38,ITASCA ST,MATTAPAN,2126,1802979000,65,42.2772472622039,-71.09846909151038,221,"POLYGON ((-71.0989852 42.2814643,-71.0984287 42.2814643,-71.0984287 42.2768808,-71.0989852 42.2768808,-71.0989852 42.2814643))",3.0,13.0
21,45,ITASCA ST,MATTAPAN,2126,1802943000,57,42.277371370161,-71.09884527742054,221,"POLYGON ((-71.0989852 42.2814643,-71.0984287 42.2814643,-71.0984287 42.2768808,-71.0989852 42.2768808,-71.0989852 42.2814643))",3.0,13.0
22,42,ITASCA ST,MATTAPAN,2126,1802978000,57,42.2770638343634,-71.09852155319112,221,"POLYGON ((-71.0989852 42.2814643,-71.0984287 42.2814643,-71.0984287 42.2768808,-71.0989852 42.2768808,-71.0989852 42.2814643))",3.0,13.0
23,37,ITASCA ST,MATTAPAN,2126,1802941000,51,42.277578346115504,-71.09858519008392,221,"POLYGON ((-71.0989852 42.2814643,-71.0984287 42.2814643,-71.0984287 42.2768808,-71.0989852 42.2768808,-71.0989852 42.2814643))",3.0,13.0
24,196,ALMONT ST,MATTAPAN,2126,1803291000,51,42.2796771926863,-71.09862498863008,221,"POLYGON ((-71.0989852 42.2814643,-71.0984287 42.2814643,-71.0984287 42.2768808,-71.0989852 42.2768808,-71.0989852 42.2814643))",3.0,13.0
25,200,ALMONT ST,MATTAPAN,2126,1803290000,56,42.27979979383216,-71.09860337504128,221,"POLYGON ((-71.0989852 42.2814643,-71.0984287 42.2814643,-71.0984287 42.2768808,-71.0989852 42.2768808,-71.0989852 42.2814643))",3.0,13.0
26,204,ALMONT ST,MATTAPAN,2126,1803289000,66,42.279895495596,-71.09858587192285,221,"POLYGON ((-71.0989852 42.2814643,-71.0984287 42.2814643,-71.0984287 42.2768808,-71.0989852 42.2768808,-71.0989852 42.2814643))",3.0,13.0
27,216,ALMONT ST,MATTAPAN,2126,1803287000,51,42.2802195283167,-71.09852283084653,221,"POLYGON ((-71.0989852 42.2814643,-71.0984287 42.2814643,-71.0984287 42.2768808,-71.0989852 42.2768808,-71.0989852 42.2814643))",3.0,13.0
28,220,ALMONT ST,MATTAPAN,2126,1803286000,61,42.2803293018103,-71.09849745819363,221,"POLYGON ((-71.0989852 42.2814643,-71.0984287 42.2814643,-71.0984287 42.2768808,-71.0989852 42.2768808,-71.0989852 42.2814643))",3.0,13.0
29,591,WALK HILL ST,MATTAPAN,2126,1803309000,51,42.28142953344195,-71.09859511734781,221,"POLYGON ((-71.0989852 42.2814643,-71.0984287 42.2814643,-71.0984287 42.2768808,-71.0989852 42.2768808,-71.0989852 42.2814643))",3.0,13.0
0,598,WALK HILL ST,MATTAPAN,2126,1405137000,68,42.2813015769542,-71.0975971038599,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
1,240,ALMONT ST,MATTAPAN,2126,1803314000,51,42.28100456935175,-71.09833056965985,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
2,234,ALMONT ST,MATTAPAN,2126,1803283000,51,42.280784256871456,-71.09838246242465,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
3,230,ALMONT ST,MATTAPAN,2126,1803284000,66,42.2806659371008,-71.09841275936535,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
4,215,ALMONT ST,MATTAPAN,2126,1803254000,51,42.28058397955435,-71.09791051704042,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
5,211,ALMONT ST,MATTAPAN,2126,1803253000,66,42.2803775352317,-71.09790340458969,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
6,137,MATTAPAN ST,MATTAPAN,2126,1803252000,51,42.2802329148801,-71.09783225024432,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
7,133,MATTAPAN ST,MATTAPAN,2126,1803251000,51,42.28014361058325,-71.09775660464916,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
8,205,ALMONT ST,MATTAPAN,2126,1803237001,66,42.27995253640865,-71.09807379765073,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
9,121,MATTAPAN ST,MATTAPAN,2126,1803248000,56,42.279871011872345,-71.09751763432465,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
10,112,MATTAPAN ST,MATTAPAN,2126,1803239000,56,42.2795604351218,-71.0977920681578,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
11,104,MATTAPAN ST,MATTAPAN,2126,1803241000,56,42.279359503561096,-71.09765550213902,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
12,1,COLORADO ST,MATTAPAN,2126,1803225000,56,42.27916168670335,-71.09760953381598,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
13,2,COLORADO ST,MATTAPAN,2126,1803203000,56,42.27887979075945,-71.09735921026731,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
14,8,COLORADO ST,MATTAPAN,2126,1803222000,56,42.27868151825565,-71.09758445482957,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
15,12,COLORADO ST,MATTAPAN,2126,1803220000,51,42.2785359790944,-71.09778558670757,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
16,163,ALMONT ST,MATTAPAN,2126,1803218000,66,42.278428112811454,-71.09804973116863,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
17,155,ALMONT ST,MATTAPAN,2126,1803216001,66,42.2780945248708,-71.09801293190336,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
18,147,ALMONT ST,MATTAPAN,2126,1803090000,62,42.277607739180496,-71.09783485864119,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
19,151,ALMONT ST,MATTAPAN,2126,1803216000,61,42.2778968459348,-71.09798776896561,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
20,26,ITASCA ST,MATTAPAN,2126,1803092000,67,42.2777747338545,-71.09751458250358,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
21,17,ITASCA ST,MATTAPAN,2126,1803211000,66,42.2783644727225,-71.09749070545553,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
22,31,ITASCA ST,MATTAPAN,2126,1803214000,53,42.2780509573129,-71.09780933378465,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
23,142,ALMONT ST,MATTAPAN,2126,1802981000,66,42.27738516293145,-71.09825386134541,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
24,139,ALMONT ST,MATTAPAN,2126,1803087000,66,42.2772217878983,-71.09766188200985,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
25,171,ALMONT ST,MATTAPAN,2126,1803229000,67,42.27897936084395,-71.0981048731771,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
26,177,ALMONT ST,MATTAPAN,2126,1803231000,67,42.279143338381104,-71.09807162525725,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
27,183,ALMONT ST,MATTAPAN,2126,1803232000,66,42.279339164954806,-71.09802794004554,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
28,195,ALMONT ST,MATTAPAN,2126,1803236000,55,42.279708533089945,-71.0980539293117,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
29,199,ALMONT ST,MATTAPAN,2126,1803237000,51,42.27981141257125,-71.09806716307868,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
30,593,WALK HILL ST,MATTAPAN,2126,1803311000,56,42.28135039886151,-71.09827559214449,222,"POLYGON ((-71.0984287 42.2814643,-71.0973157 42.2814643,-71.0973157 42.2768808,-71.0984287 42.2768808,-71.0984287 42.2814643))",3.0,13.0
0,61,WELLINGTON HILL ST,MATTAPAN,2126,1405044001,56,42.2812347615253,-71.09539269313079,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
1,28,DUKE ST,MATTAPAN,2126,1405044002,57,42.28116568332005,-71.09517394407398,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
2,57,WELLINGTON HILL ST,MATTAPAN,2126,1405044000,57,42.2810509142841,-71.09525923909081,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
3,46,WELLINGTON HILL ST,MATTAPAN,2126,1405072000,51,42.2804717096989,-71.09520095874976,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
4,11,FOTTLER RD,MATTAPAN,2126,1405119000,51,42.2791095725223,-71.09521920698451,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
5,665,WALK HILL ST,MATTAPAN,2126,1803184000,61,42.2786368545126,-71.0956797038611,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
6,59,MATTAPAN ST,MATTAPAN,2126,1803169000,61,42.27810089363,-71.09557987985706,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
7,56 56A,MATTAPAN ST,MATTAPAN,2126,1803143000,56,42.27777023586115,-71.09580675039763,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
8,55,MATTAPAN ST,MATTAPAN,2126,1803168000,60,42.2780074011004,-71.09544922303157,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
9,52,MATTAPAN ST,MATTAPAN,2126,1803144000,61,42.27767452184325,-71.0956711603439,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
10,53,MATTAPAN ST,MATTAPAN,2126,1803167000,66,42.2779104276716,-71.09531554897566,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
11,47  49,MATTAPAN ST,MATTAPAN,2126,1803166000,59,42.277819545576605,-71.09518993672725,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
12,48,MATTAPAN ST,MATTAPAN,2126,1803145000,56,42.27758479063405,-71.09554285195304,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
13,72,HIAWATHA RD,MATTAPAN,2126,1803111000,51,42.2773406077964,-71.09661390775929,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
14,61,HIAWATHA RD,MATTAPAN,2126,1803138000,51,42.2774663199115,-71.0959720290607,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
15,,HIAWATHA RD,MATTAPAN,2126,1803114000,56,42.27707433700275,-71.09609533211696,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
16,69,HIAWATHA RD,MATTAPAN,2126,1803140000,61,42.27763698563355,-71.09625115526991,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
17,33,FOTTLER RD,MATTAPAN,2126,1803187000,66,42.27840836286545,-71.09611079446071,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
18,75 75A,MATTAPAN ST,MATTAPAN,2126,1803188000,59,42.278583922479896,-71.09623688840242,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
19,81,MATTAPAN ST,MATTAPAN,2126,1803190000,53,42.2788031957045,-71.0963986965375,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
20,14,ITASCA ST,MATTAPAN,2126,1803097000,57,42.27813440172825,-71.09698813776744,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
21,18,ITASCA ST,MATTAPAN,2126,1803096000,57,42.2780320581114,-71.09716463527923,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
22,22,ITASCA ST,MATTAPAN,2126,1803095000,57,42.27791164307135,-71.09731245811798,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
23,5,ITASCA ST,MATTAPAN,2126,1803207000,57,42.27862116451955,-71.09707965576757,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
24,83,MATTAPAN ST,MATTAPAN,2126,1803191000,53,42.27887641218,-71.09653461501759,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
25,84,MATTAPAN ST,MATTAPAN,2126,1803205000,51,42.278793566666,-71.09715685172664,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
26,90,MATTAPAN ST,MATTAPAN,2126,1803204000,56,42.27897244728365,-71.09722925148873,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
27,101,MATTAPAN ST,MATTAPAN,2126,1803245001,55,42.27939589706075,-71.09713973818381,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
28,105,MATTAPAN ST,MATTAPAN,2126,1803245002,74,42.2794994107956,-71.09719520324,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
29,109,MATTAPAN ST,MATTAPAN,2126,1803246000,55,42.27959464625445,-71.09727694035718,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
30,3  5,MULVEY ST,MATTAPAN,2126,1803243000,59,42.2793418892971,-71.09679618762587,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
31,642,WALK HILL ST,MATTAPAN,2126,1405127000,51,42.279642110843696,-71.0960484800813,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
32,625,WALK HILL ST,MATTAPAN,2126,1803262000,51,42.28013706222745,-71.09730962362045,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
33,639,WALK HILL ST,MATTAPAN,2126,1803268000,59,42.279513341948,-71.09666253643027,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
34,635,WALK HILL ST,MATTAPAN,2126,1803266000,58,42.27977813644555,-71.09697126781917,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
35,660,WALK HILL ST,MATTAPAN,2126,1405121000,51,42.27901781633635,-71.0954504472679,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
36,45  47,HAZLETON ST,MATTAPAN,2126,1405098000,68,42.2800207405705,-71.09520328302114,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
37,56,HAZLETON ST,MATTAPAN,2126,1405168000,51,42.2799157863901,-71.09584122467928,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
38,70,WELLINGTON HILL ST,MATTAPAN,2126,1405065000,60,42.2813327351618,-71.0959966482111,223,"POLYGON ((-71.0973157 42.2814643,-71.0950896 42.2814643,-71.0950896 42.2768808,-71.0973157 42.2768808,-71.0973157 42.2814643))",4.0,13.0
0,12  14,DUKE ST,MATTAPAN,2126,1405048000,53,42.2810303941235,-71.09420234044919,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
1,11,DUKE ST,MATTAPAN,2126,1404997000,52,42.28145381433475,-71.09414273077512,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
2,11,ORMOND ST,MATTAPAN,2126,1404912002,69,42.2801833473692,-71.093449963038,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
3,19,HAZLETON ST,MATTAPAN,2126,1405090000,51,42.2791936505407,-71.09402913663617,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
4,23,HAZLETON ST,MATTAPAN,2126,1405091000,51,42.279288276330846,-71.0941613184692,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
5,33,HAZLETON ST,MATTAPAN,2126,1405095001,74,42.2796985130038,-71.09470811082699,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
6,7,FOTTLER RD,MATTAPAN,2126,1405118000,52,42.27919992814815,-71.0950786161394,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
7,14,FOTTLER RD,MATTAPAN,2126,1405174000,52,42.2787080881808,-71.09504768230008,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
8,698,WALK HILL ST,MATTAPAN,2126,1405190000,71,42.2780916143551,-71.09430229214462,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
9,702,WALK HILL ST,MATTAPAN,2126,1405189000,51,42.277980881097,-71.09419138123582,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
10,694,WALK HILL ST,MATTAPAN,2126,1405191000,57,42.27820231857984,-71.09445493343424,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
11,689,WALK HILL ST,MATTAPAN,2126,1803175000,57,42.27797218373915,-71.0949748636884,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
12,41,MATTAPAN ST,MATTAPAN,2126,1803164000,57,42.2776286045015,-71.09492502350025,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
13,37,MATTAPAN ST,MATTAPAN,2126,1803163000,51,42.2775330845286,-71.09479257316761,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
14,32,MATTAPAN ST,MATTAPAN,2126,1803149000,51,42.27720541432269,-71.0950006221158,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
15,18,MATTAPAN ST,MATTAPAN,2126,1803152000,57,42.27693363056565,-71.0945956224611,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
16,21,MATTAPAN ST,MATTAPAN,2126,1803159000,61,42.277149270379695,-71.09425994213576,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
17,567 B,NORFOLK ST,MATTAPAN,2126,1800912020,59,42.2777927810411,-71.09176684565134,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
18,30,WILMORE ST,MATTAPAN,2126,1800893000,61,42.27774555657025,-71.09193899218806,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
19,19,WILMORE ST,MATTAPAN,2126,1800930000,59,42.277802059534494,-71.092441224439,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
20,574,NORFOLK ST,MATTAPAN,2126,1800797000,51,42.27725477984795,-71.09143747610987,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
21,567 A,NORFOLK ST,MATTAPAN,2126,1800912010,59,42.2778274444836,-71.09159541563864,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
22,530,NORFOLK ST,MATTAPAN,2126,1800825000,60,42.2783836657358,-71.08974531815281,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
23,85,ASTORIA ST,MATTAPAN,2126,1800842000,55,42.2788078347508,-71.08865323625217,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
24,81,ASTORIA ST,MATTAPAN,2126,1800841000,51,42.278928837537,-71.08854125700742,224,"POLYGON ((-71.0950896 42.2814643,-71.0884113 42.2814643,-71.0884113 42.2768808,-71.0950896 42.2768808,-71.0950896 42.2814643))",4.0,13.0
