order,ST_NUM,ST_NAME,CITY,ZIPCODE,GIS_ID,TOTAL_SCORE,latitude,longitude,cluster,WKT,x,y
0,14,WORTHINGTON ST,ROXBURY CROSSIN,2120,1000118000,60,42.33418315535885,-71.10246393743279,0,"POLYGON ((-71.1106723 42.3364663,-71.1017679 42.3364663,-71.1017679 42.3318828,-71.1106723 42.3318828,-71.1106723 42.3364663))",1.0,1.0
1,11,WIGGLESWORTH ST,ROXBURY CROSSIN,2120,1000093000,60,42.33422716317555,-71.10276093803648,0,"POLYGON ((-71.1106723 42.3364663,-71.1017679 42.3364663,-71.1017679 42.3318828,-71.1106723 42.3318828,-71.1106723 42.3364663))",1.0,1.0
2,6,WORTHINGTON ST,ROXBURY CROSSIN,2120,1000122000,51,42.333987283413,-71.10258424902295,0,"POLYGON ((-71.1106723 42.3364663,-71.1017679 42.3364663,-71.1017679 42.3318828,-71.1106723 42.3318828,-71.1106723 42.3364663))",1.0,1.0
3,15,WORTHINGTON ST,ROXBURY CROSSIN,2120,1000025000,60,42.3340549585038,-71.10204380114784,0,"POLYGON ((-71.1106723 42.3364663,-71.1017679 42.3364663,-71.1017679 42.3318828,-71.1106723 42.3318828,-71.1106723 42.3364663))",1.0,1.0
4,64,CALUMET ST,ROXBURY CROSSIN,2120,1000633000,59,42.3320781324116,-71.1044595070438,0,"POLYGON ((-71.1106723 42.3364663,-71.1017679 42.3364663,-71.1017679 42.3318828,-71.1106723 42.3318828,-71.1106723 42.3364663))",1.0,1.0
5,179  181,HILLSIDE ST,ROXBURY CROSSIN,2120,1000958000,51,42.3319011302892,-71.10782805366604,0,"POLYGON ((-71.1106723 42.3364663,-71.1017679 42.3364663,-71.1017679 42.3318828,-71.1106723 42.3318828,-71.1106723 42.3364663))",1.0,1.0
6,28,WORTHINGTON ST,ROXBURY CROSSIN,2120,1000111000,60,42.33450613849105,-71.10226833449975,0,"POLYGON ((-71.1106723 42.3364663,-71.1017679 42.3364663,-71.1017679 42.3318828,-71.1106723 42.3318828,-71.1106723 42.3364663))",1.0,1.0
0,1,SUSSEX ST,ROXBURY CROSSIN,2120,0901843000,68,42.33622903006695,-71.08357185124939,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
1,28,SUSSEX ST,ROXBURY CROSSIN,2120,0901809000,53,42.3359276322706,-71.08370373032756,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
2,30,SUSSEX ST,ROXBURY CROSSIN,2120,0901808000,71,42.335950943894105,-71.08373454021273,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
3,7,SUSSEX ST,ROXBURY CROSSIN,2120,0901846000,51,42.33614917466185,-71.08366253091718,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
4,14,WARWICK ST,ROXBURY CROSSIN,2120,0901835000,51,42.33629408461915,-71.08382017964473,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
5,38,GREENWICH ST,ROXBURY CROSSIN,2120,0901798000,51,42.335930520184405,-71.0839411412188,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
6,28,GREENWICH ST,ROXBURY CROSSIN,2120,0901793000,60,42.335827262018256,-71.0837530459138,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
7,15,GREENWICH ST,ROXBURY CROSSIN,2120,0901895000,51,42.335489889637,-71.08372198628972,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
8,17,GREENWICH ST,ROXBURY CROSSIN,2120,0901894000,51,42.335527617475904,-71.08374366166325,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
9,4,GREENWICH CT,ROXBURY CROSSIN,2120,0901890000,51,42.335433624324,-71.08387801443615,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
10,3,GREENWICH CT,ROXBURY CROSSIN,2120,0901885000,51,42.33557438481135,-71.08413778639728,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
11,5,GREENWICH CT,ROXBURY CROSSIN,2120,0901886000,51,42.3355502520527,-71.08417595708842,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
12,7,GREENWICH CT,ROXBURY CROSSIN,2120,0901887000,51,42.33553676414855,-71.0842450367837,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
13,45,GREENWICH ST,ROXBURY CROSSIN,2120,0901880000,61,42.335684770969806,-71.08412205480909,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
14,49,GREENWICH ST,ROXBURY CROSSIN,2120,0901878000,61,42.33571828942255,-71.08420726804479,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
15,53,GREENWICH ST,ROXBURY CROSSIN,2120,0901876000,51,42.3357933233488,-71.08424944212263,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
16,36,WARWICK ST,ROXBURY CROSSIN,2120,0901872000,51,42.33570683104935,-71.08439052684295,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
17,77,WINDSOR ST,ROXBURY CROSSIN,2120,0901862000,51,42.3354304614768,-71.08448411963582,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
18,15,WARWICK ST,ROXBURY CROSSIN,2120,0901950000,51,42.33646630672385,-71.08412686038284,4,"POLYGON ((-71.0884113 42.3364663,-71.0795069 42.3364663,-71.0795069 42.3318828,-71.0884113 42.3318828,-71.0884113 42.3364663))",6.0,1.0
0,162,HILLSIDE ST,ROXBURY CROSSIN,2120,1000971000,51,42.3313992905806,-71.10715505480385,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
1,12,ELDORA ST,ROXBURY CROSSIN,2120,1000992000,51,42.33120016807825,-71.10790985600107,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
2,16,ELDORA ST,ROXBURY CROSSIN,2120,1000990000,51,42.3312932970602,-71.10825448371091,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
3,48,PARKER HILL AV,ROXBURY CROSSIN,2120,1001249000,51,42.33125510005056,-71.10933071897307,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
4,136,FISHER AV,ROXBURY CROSSIN,2120,1001337000,66,42.3279752291048,-71.10632170116418,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
5,143  145,FISHER AV,ROXBURY CROSSIN,2120,1001232000,84,42.3283564181186,-71.10627652933977,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
6,127  129,FISHER AV,ROXBURY CROSSIN,2120,1001227010,67,42.32821332686855,-71.10573780148243,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
7,141,FISHER AV,ROXBURY CROSSIN,2120,1001231000,82,42.32829965413085,-71.10605847074481,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
8,130,FISHER AV,ROXBURY CROSSIN,2120,1001339000,59,42.327913778119296,-71.10610688805039,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
9,124,FISHER AV,ROXBURY CROSSIN,2120,1001341010,65,42.32779728236776,-71.10588697892884,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
10,84,FISHER AV,ROXBURY CROSSIN,2120,1001312000,59,42.32771724933645,-71.10364979185914,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
11,78,FISHER AV,ROXBURY CROSSIN,2120,1001315000,60,42.32769004900575,-71.10325954668383,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
12,72  74,FISHER AV,ROXBURY CROSSIN,2120,1001317010,75,42.32767682034595,-71.10306406221699,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
13,68  70,FISHER AV,ROXBURY CROSSIN,2120,1001317020,75,42.3276507781883,-71.10280566014976,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
14,73,WENSLEY ST,ROXBURY CROSSIN,2120,1001304020,86,42.3274967418474,-71.10315332478032,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
15,67,WENSLEY ST,ROXBURY CROSSIN,2120,1001303010,76,42.3274771211932,-71.10289373063878,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
16,65,WENSLEY ST,ROXBURY CROSSIN,2120,1001302010,76,42.3274673007262,-71.10276531065935,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
17,71,WENSLEY ST,ROXBURY CROSSIN,2120,1001304010,86,42.32748691122595,-71.10302298975782,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
18,166  168,CALUMET ST,ROXBURY CROSSIN,2120,1001159000,51,42.3297342668057,-71.10180701428118,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
19,173,CALUMET ST,ROXBURY CROSSIN,2120,1001090000,51,42.32937148859845,-71.10179292322661,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
20,164,CALUMET ST,ROXBURY CROSSIN,2120,1001160000,59,42.32976686585195,-71.1019432546454,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
21,159,CALUMET ST,ROXBURY CROSSIN,2120,1001042000,59,42.3294888039604,-71.10231637742447,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
22,10  12,IROQUOIS ST,ROXBURY CROSSIN,2120,1001067010,51,42.3296715123745,-71.10322129990274,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
23,17,IROQUOIS ST,ROXBURY CROSSIN,2120,1001177000,51,42.3301275160012,-71.1035671845529,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
24,79,IROQUOIS ST,ROXBURY CROSSIN,2120,1001023000,51,42.33075594738815,-71.10640733924635,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
25,58,PONTIAC ST,ROXBURY CROSSIN,2120,1000744000,51,42.3306174090424,-71.1017851449349,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
26,80,CALUMET ST,ROXBURY CROSSIN,2120,1000627000,59,42.33183814225855,-71.10376059914702,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
27,15,SACHEM ST,ROXBURY CROSSIN,2120,1000815000,59,42.33132819956791,-71.10522077454209,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
28,24,SACHEM ST,ROXBURY CROSSIN,2120,1001204000,66,42.3308372849726,-71.10551149705532,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
29,4,ELDORA ST,ROXBURY CROSSIN,2120,1000997000,62,42.331046730535405,-71.10729915275499,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
30,8  6,STOCKWELL ST,ROXBURY CROSSIN,2120,1000950000,51,42.33187309998555,-71.10688118561461,14,"POLYGON ((-71.1106723 42.3318828,-71.1017679 42.3318828,-71.1017679 42.3272993,-71.1106723 42.3272993,-71.1106723 42.3318828))",1.0,2.0
0,7,SEWALL ST,ROXBURY CROSSIN,2120,1000527000,68,42.3314131931799,-71.09831118814455,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
1,6,OSCAR ST,ROXBURY CROSSIN,2120,1000458000,51,42.3301140077609,-71.09748081467615,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
2,111,CENTRE ST,ROXBURY,2119,1100723000,51,42.32760426915735,-71.09620191957552,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
3,133,CEDAR ST,ROXBURY,2119,1100127010,65,42.3275286040536,-71.09446850814865,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
4,135,CEDAR ST,ROXBURY,2119,1100127020,57,42.327594244806704,-71.09470433363454,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
5,157  159,CEDAR ST,ROXBURY,2119,1100130000,51,42.32769612373375,-71.0953706688796,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
6,95  97,CENTRE ST,ROXBURY,2119,1100072000,64,42.32799290132685,-71.0957229594528,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
7,94  96,CENTRE ST,ROXBURY,2119,1100132000,51,42.3279230124151,-71.09516926372737,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
8,56,LINWOOD ST,ROXBURY,2119,1100079000,51,42.32823577547555,-71.09508337689394,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
9,54,LINWOOD ST,ROXBURY,2119,1100080000,66,42.3282055628892,-71.09490638054882,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
10,46,LINWOOD ST,ROXBURY,2119,1100082000,60,42.32808571962385,-71.09451539124552,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
11,2,LINWOOD SQ,ROXBURY,2119,0903455000,59,42.328336848914105,-71.09414144618066,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
12,5,LINWOOD SQ,ROXBURY,2119,0903485000,51,42.32838701564855,-71.09348737823191,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
13,7,LINWOOD SQ,ROXBURY,2119,0903486000,51,42.32848064205615,-71.09346891202814,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
14,13,LINWOOD SQ,ROXBURY,2119,0903488000,61,42.328798580322,-71.0934659523138,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
15,24,LINWOOD SQ,ROXBURY,2119,0903472010,51,42.32892588649955,-71.09374017629179,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
16,26,LINWOOD SQ,ROXBURY,2119,0903471000,51,42.329100969648096,-71.09372607508223,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
17,38,HIGHLAND AV,ROXBURY,2119,0903492000,57,42.3290896273923,-71.09324980955574,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
18,48,CENTRE ST,ROXBURY,2119,0903464000,61,42.3290676921403,-71.0941213980032,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
19,67,CENTRE ST,ROXBURY,2119,1100063000,59,42.32907087772455,-71.09484637702079,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
20,6,CENTRE PL,ROXBURY,2119,1100058000,59,42.329272403503154,-71.0950316371767,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
21,12,GARDNER ST,ROXBURY,2119,1100046000,71,42.32985974199535,-71.09437403419093,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
22,20,ANITA TE,ROXBURY,2119,1100038000,51,42.32986081157616,-71.09469272496827,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
23,69,CENTRE ST,ROXBURY,2119,1100064000,51,42.3290434745899,-71.09505577886033,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
24,71  73,CENTRE ST,ROXBURY,2119,1100065000,56,42.3289428311095,-71.0952105350603,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
25,52,ALLEGHANY ST,ROXBURY CROSSIN,2120,1000719000,60,42.33031650143495,-71.09974430844977,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
26,34,ALLEGHANY ST,ROXBURY CROSSIN,2120,1000723001,59,42.33008151174245,-71.09901370524547,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
27,802,PARKER ST,ROXBURY CROSSIN,2120,1000425000,74,42.3286807160506,-71.09888835563814,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
28,807,PARKER ST,ROXBURY CROSSIN,2120,1001135000,51,42.32859083653885,-71.09928453872429,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
29,277  279,PARKER HILL AV,ROXBURY CROSSIN,2120,1001216000,51,42.3279901685633,-71.09990281881464,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
30,260,PARKER HILL AV,ROXBURY CROSSIN,2120,1001073000,59,42.328490506457456,-71.10055550933748,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
31,191  193,CALUMET ST,ROXBURY CROSSIN,2120,1001095000,51,42.3289991860148,-71.10122873146642,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
32,183  185,CALUMET ST,ROXBURY CROSSIN,2120,1001093000,51,42.32913856651115,-71.10145586875173,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
33,170  172,CALUMET ST,ROXBURY CROSSIN,2120,1001158000,51,42.32969671843745,-71.10164875702858,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
34,50,PONTIAC ST,ROXBURY CROSSIN,2120,1000746000,51,42.33080135312,-71.10161567296745,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
35,38,HILLSIDE ST,ROXBURY CROSSIN,2120,1001113000,51,42.32971657326475,-71.10078915655944,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
36,25,HILLSIDE ST,ROXBURY CROSSIN,2120,1000702000,60,42.32983590298765,-71.09991614372419,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
37,8,HILLSIDE ST,ROXBURY CROSSIN,2120,1001119000,61,42.3292284069217,-71.09973735546762,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
38,4,HILLSIDE ST,ROXBURY CROSSIN,2120,1001121000,57,42.3291104510573,-71.0993434202214,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
39,49,DELLE AV,ROXBURY CROSSIN,2120,1000544000,60,42.331443704959455,-71.09910298319487,15,"POLYGON ((-71.1017679 42.3318828,-71.0928635 42.3318828,-71.0928635 42.3272993,-71.1017679 42.3272993,-71.1017679 42.3318828))",3.0,2.0
0,1,PUTNAM PL,ROXBURY,2119,0903266000,61,42.33018196139465,-71.088026063983,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
1,4,PUTNAM PL,ROXBURY,2119,0903262020,81,42.32985833502385,-71.08832037473363,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
2,5,PUTNAM PL,ROXBURY,2119,0903262010,80,42.329888211223846,-71.08853263509172,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
3,25,PUTNAM ST,ROXBURY,2119,0903259020,81,42.3302147839532,-71.0887266536015,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
4,23,PUTNAM ST,ROXBURY,2119,0903259010,81,42.3300878329834,-71.08872107284424,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
