order,ST_NUM,ST_NAME,CITY,ZIPCODE,GIS_ID,TOTAL_SCORE,latitude,longitude,cluster,centroid
28,16,ELMONT ST,DORCHESTER,02121,1402402000,51,42.29822548,-71.07750966,42,"POINT(42.299156573382355, -71.07775029617646)"
29,32,ELMONT ST,DORCHESTER,02121,1402398000,60,42.29870982,-71.07768073,42,"POINT(42.299156573382355, -71.07775029617646)"
30,36,ELMONT ST,DORCHESTER,02121,1402397000,51,42.29883413,-71.07771516,42,"POINT(42.299156573382355, -71.07775029617646)"
31,29,ELMONT ST,DORCHESTER,02121,1402415000,86,42.29890732,-71.07735242,42,"POINT(42.299156573382355, -71.07775029617646)"
32,43,ELMONT ST,DORCHESTER,02121,1402417000,61,42.29909072,-71.07741185,42,"POINT(42.299156573382355, -71.07775029617646)"
33,66  64,ELMONT ST,DORCHESTER,02121,1402391000,60,42.2995364,-71.0779119,42,"POINT(42.299156573382355, -71.07775029617646)"
34,61,ELMONT ST,DORCHESTER,02121,1402421000,51,42.29965222,-71.07758822,42,"POINT(42.299156573382355, -71.07775029617646)"
35,37,VASSAR ST,DORCHESTER,02121,1401528000,57,42.30005056,-71.07799626,42,"POINT(42.299156573382355, -71.07775029617646)"
36,74,ELMONT ST,DORCHESTER,02121,1402389000,57,42.29976381,-71.0779744,42,"POINT(42.299156573382355, -71.07775029617646)"
37,46,VASSAR ST,DORCHESTER,02121,1402350000,60,42.29969124,-71.07849555,42,"POINT(42.299156573382355, -71.07775029617646)"
38,75,NORWELL ST,DORCHESTER,02121,1401633030,64,42.29982926,-71.07903769,42,"POINT(42.299156573382355, -71.07775029617646)"
39,47  49,VASSAR ST,DORCHESTER,02121,1401534000,51,42.29996017,-71.07869402,42,"POINT(42.299156573382355, -71.07775029617646)"
40,71,NORWELL ST,DORCHESTER,02121,1401633020,64,42.30009,-71.0790455,42,"POINT(42.299156573382355, -71.07775029617646)"
41,79,NORWELL ST,DORCHESTER,02121,1401633040,82,42.29963609,-71.07902608,42,"POINT(42.299156573382355, -71.07775029617646)"
42,83,NORWELL ST,DORCHESTER,02121,1401633050,64,42.29940602,-71.07900706,42,"POINT(42.299156573382355, -71.07775029617646)"
43,87,NORWELL ST,DORCHESTER,02121,1401633060,64,42.29926197,-71.07899128,42,"POINT(42.299156573382355, -71.07775029617646)"
44,114,NORWELL ST,DORCHESTER,02121,1402342000,57,42.2985321,-71.0785627,42,"POINT(42.299156573382355, -71.07775029617646)"
45,128  130,NORWELL ST,DORCHESTER,02121,1402338000,59,42.29797894,-71.0784616,42,"POINT(42.299156573382355, -71.07775029617646)"
46,142,NORWELL ST,DORCHESTER,02121,1402335000,66,42.29754872,-71.07838147,42,"POINT(42.299156573382355, -71.07775029617646)"
47,153,NORWELL ST,DORCHESTER,02121,1401653000,57,42.29721518,-71.07870019,42,"POINT(42.299156573382355, -71.07775029617646)"
48,85,HARVARD ST,DORCHESTER,02124,1402438000,51,42.29727101,-71.0771248,42,"POINT(42.299156573382355, -71.07775029617646)"
49,91,HARVARD ST,DORCHESTER,02121,1402369000,57,42.29722304,-71.07749403,42,"POINT(42.299156573382355, -71.07775029617646)"
50,127,RADCLIFFE ST,DORCHESTER,02121,1402366000,60,42.29722271,-71.07804661,42,"POINT(42.299156573382355, -71.07775029617646)"
51,123,RADCLIFFE ST,DORCHESTER,02121,1402365000,61,42.29735202,-71.07807791,42,"POINT(42.299156573382355, -71.07775029617646)"
52,119,RADCLIFFE ST,DORCHESTER,02121,1402364000,66,42.29744363,-71.07810008,42,"POINT(42.299156573382355, -71.07775029617646)"
53,118,RADCLIFFE ST,DORCHESTER,02121,1402372000,57,42.2975545,-71.07766672,42,"POINT(42.299156573382355, -71.07775029617646)"
54,115,RADCLIFFE ST,DORCHESTER,02121,1402363000,60,42.29758141,-71.07813338,42,"POINT(42.299156573382355, -71.07775029617646)"
55,109,RADCLIFFE ST,DORCHESTER,02121,1402362000,60,42.29772299,-71.07816779,42,"POINT(42.299156573382355, -71.07775029617646)"
56,110,RADCLIFFE ST,DORCHESTER,02121,1402374000,60,42.29780707,-71.07773505,42,"POINT(42.299156573382355, -71.07775029617646)"
57,105,RADCLIFFE ST,DORCHESTER,02121,1402361000,60,42.29785635,-71.07819989,42,"POINT(42.299156573382355, -71.07775029617646)"
58,106,RADCLIFFE ST,DORCHESTER,02121,1402375000,51,42.29793532,-71.07777004,42,"POINT(42.299156573382355, -71.07775029617646)"
59,100,RADCLIFFE ST,DORCHESTER,02121,1402377000,67,42.29820094,-71.07784234,42,"POINT(42.299156573382355, -71.07775029617646)"
60,80,RADCLIFFE ST,DORCHESTER,02121,1402382000,60,42.29880657,-71.07799368,42,"POINT(42.299156573382355, -71.07775029617646)"
61,72,RADCLIFFE ST,DORCHESTER,02121,1402384000,60,42.29914707,-71.07806056,42,"POINT(42.299156573382355, -71.07775029617646)"
62,67,RADCLIFFE ST,DORCHESTER,02121,1402353000,60,42.29919157,-71.07843524,42,"POINT(42.299156573382355, -71.07775029617646)"
63,68,RADCLIFFE ST,DORCHESTER,02121,1402385000,57,42.29927132,-71.07808501,42,"POINT(42.299156573382355, -71.07775029617646)"
64,38,VASSAR ST,DORCHESTER,02121,1402388000,65,42.29973907,-71.07817725,42,"POINT(42.299156573382355, -71.07775029617646)"
65,16,VASSAR ST,DORCHESTER,02121,1401489000,59,42.30022681,-71.07639684,42,"POINT(42.299156573382355, -71.07775029617646)"
66,11,VASSAR ST,DORCHESTER,02121,1401566000,59,42.30054651,-71.07664307,42,"POINT(42.299156573382355, -71.07775029617646)"
67,33,HARVARD ST,DORCHESTER,02121,1401479000,51,42.29901614,-71.07535504,42,"POINT(42.299156573382355, -71.07775029617646)"
0,5,HOUGHTON ST,DORCHESTER,02122,1600329000,61,42.29575713,-71.05318903,47,"POINT(42.294351463148146, -71.05277826092592)"
1,15  17,HOUGHTON ST,DORCHESTER,02122,1600331000,51,42.29561979,-71.05291854,47,"POINT(42.294351463148146, -71.05277826092592)"
2,26,HOUGHTON ST,DORCHESTER,02122,1600282000,51,42.29564059,-71.05223519,47,"POINT(42.294351463148146, -71.05277826092592)"
3,32,HOUGHTON ST,DORCHESTER,02122,1600280000,51,42.29557489,-71.05182979,47,"POINT(42.294351463148146, -71.05277826092592)"
4,33,HOUGHTON ST,DORCHESTER,02122,1600336000,60,42.29515091,-71.05219424,47,"POINT(42.294351463148146, -71.05277826092592)"
5,35,HOUGHTON ST,DORCHESTER,02122,1600337000,60,42.29508593,-71.05210355,47,"POINT(42.294351463148146, -71.05277826092592)"
6,39,HOUGHTON ST,DORCHESTER,02122,1600339000,51,42.29495587,-71.05191833,47,"POINT(42.294351463148146, -71.05277826092592)"
7,29,TILESBORO ST,DORCHESTER,02122,1600301000,51,42.29448199,-71.05026138,47,"POINT(42.294351463148146, -71.05277826092592)"
8,30,TILESBORO ST,DORCHESTER,02122,1600264000,52,42.29477927,-71.05042252,47,"POINT(42.294351463148146, -71.05277826092592)"
9,73,HOUGHTON ST,DORCHESTER,02122,1600321000,59,42.29409223,-71.05070597,47,"POINT(42.294351463148146, -71.05277826092592)"
10,81,HOUGHTON ST,DORCHESTER,02122,1600322000,67,42.2939713,-71.05060469,47,"POINT(42.294351463148146, -71.05277826092592)"
11,84,HOUGHTON ST,DORCHESTER,02122,1600297000,61,42.29404121,-71.05018278,47,"POINT(42.294351463148146, -71.05277826092592)"
12,85,HOUGHTON ST,DORCHESTER,02122,1600324000,67,42.29384986,-71.05054875,47,"POINT(42.294351463148146, -71.05277826092592)"
13,93,HOUGHTON ST,DORCHESTER,02122,1600326000,51,42.29357841,-71.05046177,47,"POINT(42.294351463148146, -71.05277826092592)"
14,101,HOUGHTON ST,DORCHESTER,02122,1600326002,57,42.29324531,-71.05039932,47,"POINT(42.294351463148146, -71.05277826092592)"
15,100,HOUGHTON ST,DORCHESTER,02122,1600308000,51,42.29343061,-71.04992831,47,"POINT(42.294351463148146, -71.05277826092592)"
16,94,HOUGHTON ST,DORCHESTER,02122,1600295000,51,42.29368644,-71.05003056,47,"POINT(42.294351463148146, -71.05277826092592)"
17,1,ROWLEY ST,DORCHESTER,02122,1600309000,51,42.29348097,-71.04972688,47,"POINT(42.294351463148146, -71.05277826092592)"
18,3,ROWLEY ST,DORCHESTER,02122,1600305000,51,42.29354382,-71.04948775,47,"POINT(42.294351463148146, -71.05277826092592)"
19,20,POPES HILL ST,DORCHESTER,02122,1600305002,56,42.29337209,-71.04930585,47,"POINT(42.294351463148146, -71.05277826092592)"
20,18,POPES HILL ST,DORCHESTER,02122,1600305003,56,42.29335704,-71.04936904,47,"POINT(42.294351463148146, -71.05277826092592)"
21,12,POPES HILL ST,DORCHESTER,02122,1600306000,51,42.29329017,-71.04963312,47,"POINT(42.294351463148146, -71.05277826092592)"
22,162,NEPONSET AV,DORCHESTER,02122,1600312000,61,42.29322728,-71.05066944,47,"POINT(42.294351463148146, -71.05277826092592)"
23,160,NEPONSET AV,DORCHESTER,02122,1600313000,52,42.29336085,-71.05075513,47,"POINT(42.294351463148146, -71.05277826092592)"
24,152,NEPONSET AV,DORCHESTER,02122,1600316000,51,42.29379205,-71.05103968,47,"POINT(42.294351463148146, -71.05277826092592)"
25,4,TILESBORO ST,DORCHESTER,02122,1600346010,66,42.29436105,-71.05157154,47,"POINT(42.294351463148146, -71.05277826092592)"
26,12,TILESBORO ST,DORCHESTER,02122,1600345010,66,42.29440241,-71.05138447,47,"POINT(42.294351463148146, -71.05277826092592)"
27,126,NEPONSET AV,DORCHESTER,02122,1600348000,59,42.29441716,-71.05192002,47,"POINT(42.294351463148146, -71.05277826092592)"
28,122,NEPONSET AV,DORCHESTER,02122,1600350000,51,42.2946206,-71.05210865,47,"POINT(42.294351463148146, -71.05277826092592)"
29,128,KING ST,DORCHESTER,02122,1600415000,59,42.29439094,-71.05306339,47,"POINT(42.294351463148146, -71.05277826092592)"
30,114,NEPONSET AV,DORCHESTER,02122,1600352000,61,42.29475797,-71.05234308,47,"POINT(42.294351463148146, -71.05277826092592)"
31,108,NEPONSET AV,DORCHESTER,02122,1600353000,51,42.29485545,-71.05247721,47,"POINT(42.294351463148146, -71.05277826092592)"
32,85,NEPONSET AV,DORCHESTER,02122,1600388000,59,42.29509588,-71.05382323,47,"POINT(42.294351463148146, -71.05277826092592)"
33,10,AGAWAM ST,DORCHESTER,02122,1600386000,51,42.29497831,-71.05407279,47,"POINT(42.294351463148146, -71.05277826092592)"
34,14,AGAWAM ST,DORCHESTER,02122,1600385000,51,42.29493269,-71.05420973,47,"POINT(42.294351463148146, -71.05277826092592)"
35,15,AGAWAM ST,DORCHESTER,02122,1600372000,51,42.29521924,-71.05442805,47,"POINT(42.294351463148146, -71.05277826092592)"
36,19,AGAWAM ST,DORCHESTER,02122,1600373000,51,42.2951752,-71.05456385,47,"POINT(42.294351463148146, -71.05277826092592)"
37,23,AGAWAM ST,DORCHESTER,02122,1600374000,61,42.29515953,-71.05471643,47,"POINT(42.294351463148146, -71.05277826092592)"
38,26,AGAWAM ST,DORCHESTER,02122,1600382000,69,42.29482694,-71.05463352,47,"POINT(42.294351463148146, -71.05277826092592)"
39,26,TRAIN ST,DORCHESTER,02122,1600376000,51,42.29511693,-71.05492777,47,"POINT(42.294351463148146, -71.05277826092592)"
40,31,TRAIN ST,DORCHESTER,02122,1600434000,60,42.29461098,-71.05529454,47,"POINT(42.294351463148146, -71.05277826092592)"
41,37,TRAIN ST,DORCHESTER,02122,1600435000,61,42.29448652,-71.0552374,47,"POINT(42.294351463148146, -71.05277826092592)"
42,43,TRAIN ST,DORCHESTER,02122,1600437000,51,42.29424834,-71.05514584,47,"POINT(42.294351463148146, -71.05277826092592)"
43,47,TRAIN ST,DORCHESTER,02122,1600438000,51,42.2941233,-71.05509602,47,"POINT(42.294351463148146, -71.05277826092592)"
44,84,KING ST,DORCHESTER,02122,1600440000,51,42.29385201,-71.05489425,47,"POINT(42.294351463148146, -71.05277826092592)"
45,70,KING ST,DORCHESTER,02122,1600462000,51,42.29360236,-71.05596463,47,"POINT(42.294351463148146, -71.05277826092592)"
46,68,KING ST,DORCHESTER,02122,1600463000,61,42.2935638,-71.0561488,47,"POINT(42.294351463148146, -71.05277826092592)"
47,66,KING ST,DORCHESTER,02122,1600464000,61,42.29352212,-71.05634763,47,"POINT(42.294351463148146, -71.05277826092592)"
48,9,ROZELLA ST,DORCHESTER,02122,1600460000,51,42.29388324,-71.05585035,47,"POINT(42.294351463148146, -71.05277826092592)"
49,7,ROZELLA ST,DORCHESTER,02122,1600459000,61,42.29383991,-71.0560541,47,"POINT(42.294351463148146, -71.05277826092592)"
50,15,ELMDALE ST,DORCHESTER,02122,1600446000,60,42.29419888,-71.0555139,47,"POINT(42.294351463148146, -71.05277826092592)"
51,43,ELMDALE ST,DORCHESTER,02122,1600454000,51,42.29501864,-71.05589034,47,"POINT(42.294351463148146, -71.05277826092592)"
52,416,ADAMS ST,DORCHESTER,02122,1600455000,51,42.29512617,-71.05591532,47,"POINT(42.294351463148146, -71.05277826092592)"
53,436,ADAMS ST,DORCHESTER,02122,1600469001,57,42.29422643,-71.05650763,47,"POINT(42.294351463148146, -71.05277826092592)"
0,45,GREENWICH ST,DORCHESTER,02122,1500180000,76,42.30372168,-71.05735172,48,"POINT(42.30200679626866, -71.05757273462687)"
1,47,GREENWICH ST,DORCHESTER,02122,1500181000,76,42.30378755,-71.05718966,48,"POINT(42.30200679626866, -71.05757273462687)"
2,7,DUNCAN ST,DORCHESTER,02122,1500088000,60,42.30292953,-71.05877815,48,"POINT(42.30200679626866, -71.05757273462687)"
3,14,DUNCAN ST,DORCHESTER,02122,1500206000,51,42.30299655,-71.05836133,48,"POINT(42.30200679626866, -71.05757273462687)"
4,17,DUNCAN ST,DORCHESTER,02122,1500097000,59,42.3026508,-71.05864915,48,"POINT(42.30200679626866, -71.05757273462687)"
5,7,FENTON ST,DORCHESTER,02122,1500146000,51,42.30275034,-71.05808843,48,"POINT(42.30200679626866, -71.05757273462687)"
6,11,FENTON ST,DORCHESTER,02122,1500148000,51,42.30285859,-71.05782446,48,"POINT(42.30200679626866, -71.05757273462687)"
7,20,FENTON ST,DORCHESTER,02122,1500200000,51,42.30327664,-71.05771061,48,"POINT(42.30200679626866, -71.05757273462687)"
8,8,MARLIN WY,DORCHESTER,02122,1500213000,60,42.30334448,-71.05799956,48,"POINT(42.30200679626866, -71.05757273462687)"
9,9,MARLIN WY,DORCHESTER,02122,1500202000,52,42.30353462,-71.0577913,48,"POINT(42.30200679626866, -71.05757273462687)"
10,29,FENTON ST,DORCHESTER,02122,1500153000,53,42.30315261,-71.05710348,48,"POINT(42.30200679626866, -71.05757273462687)"
11,38,FENTON ST,DORCHESTER,02122,1500195000,72,42.30349113,-71.05718536,48,"POINT(42.30200679626866, -71.05757273462687)"
12,40,FENTON ST,DORCHESTER,02122,1500194000,76,42.30355746,-71.05702354,48,"POINT(42.30200679626866, -71.05757273462687)"
13,46,FENTON ST,DORCHESTER,02122,1500192000,56,42.30369205,-71.05669391,48,"POINT(42.30200679626866, -71.05757273462687)"
14,74  76,GRANGER ST,DORCHESTER,02122,1500161010,61,42.30301207,-71.05677026,48,"POINT(42.30200679626866, -71.05757273462687)"
15,43,CLAYTON ST,DORCHESTER,02122,1500122000,51,42.30273338,-71.05659374,48,"POINT(42.30200679626866, -71.05757273462687)"
16,70,GRANGER ST,DORCHESTER,02122,1500165000,51,42.30291488,-71.05687934,48,"POINT(42.30200679626866, -71.05757273462687)"
17,61  63,GRANGER ST,DORCHESTER,02122,1500119000,51,42.30244803,-71.0570986,48,"POINT(42.30200679626866, -71.05757273462687)"
18,57  59,GRANGER ST,DORCHESTER,02122,1500118000,57,42.3023824,-71.05726084,48,"POINT(42.30200679626866, -71.05757273462687)"
19,43  45,GRANGER ST,DORCHESTER,02122,1500116000,51,42.30224644,-71.05759658,48,"POINT(42.30200679626866, -71.05757273462687)"
